pedido_id,cliente_id,data_pedido,valor_total,status
71,227,2025-05-06,1473.61,aprovado
72,276,2025-09-12,131.71,aprovado
73,141,2025-05-28,1018.28,aprovado
74,631,2025-04-30,4862.54,aprovado
75,735,2025-01-20,298.85,aprovado
76,81,2025-01-10,2610.42,aprovado
77,179,2025-12-19,596.2,aprovado
78,277,2025-10-11,80.79,aprovado
79,80,2025-10-29,2092.35,cancelado
80,532,2025-08-14,2526.02,aprovado
81,129,2025-09-26,4284.89,aprovado
82,259,2025-08-13,1202.01,aprovado
83,285,2025-05-23,2006.83,aprovado
84,15,2025-08-22,2634.2,cancelado
85,681,2025-09-16,890.24,cancelado
86,765,2025-05-05,7721.27,aprovado
87,639,2025-03-17,571.82,aprovado
88,574,2025-06-19,2420.82,aprovado
89,22,2025-08-15,1301.12,aprovado
90,144,2025-11-29,1318.09,aprovado
91,277,2025-08-15,2461.71,aprovado
92,297,2025-08-26,962.8,aprovado
93,337,2025-01-19,1079.38,aprovado
94,799,2025-09-01,2284.33,aprovado
95,22,2025-05-12,4176.27,aprovado
96,9,2025-06-25,176.2,aprovado
97,335,2025-12-19,2417.84,cancelado
98,474,2025-04-25,1540.87,aprovado
99,604,2025-09-09,695.22,aprovado
100,539,2025-04-22,3105.62,cancelado
101,312,2025-02-16,2539.06,aprovado
102,265,2025-12-30,2101.36,aprovado
103,554,2025-10-17,870.46,devolvido
104,533,2025-04-23,762.99,aprovado
105,439,2025-12-11,904.66,aprovado
106,238,2025-10-31,1088.3,aprovado
107,644,2025-01-03,10482.15,aprovado
108,194,2025-06-15,10143.45,aprovado
109,143,2025-04-05,3288.51,cancelado
110,598,2025-12-05,1330.99,devolvido
111,335,2025-12-03,2853.43,aprovado
112,709,2025-04-26,9367.57,aprovado
113,468,2025-02-19,8724.4,aprovado
114,59,2025-01-30,1798.76,cancelado
115,724,2025-05-21,2243.18,cancelado
116,137,2025-05-31,2093.94,aprovado
117,517,2025-09-26,98.21,cancelado
118,257,2025-09-06,3093.09,aprovado
119,514,2025-08-02,108.43,cancelado
120,262,2025-02-19,88.43,aprovado
121,113,2025-04-28,6032.86,aprovado
122,256,2025-08-14,28.99,aprovado
123,145,2025-06-15,12263.32,aprovado
124,585,2025-04-08,3061.58,aprovado
125,398,2025-01-13,1998.26,aprovado
126,410,2025-08-29,877.85,aprovado
127,481,2025-04-06,10965.11,aprovado
128,69,2025-01-20,2896.85,cancelado
129,716,2025-12-05,3909.05,aprovado
130,322,2025-06-11,104.06,cancelado
131,32,2025-04-10,705.64,cancelado
132,251,2025-02-17,,aprovado
133,533,2025-04-26,4911.4,devolvido
134,116,2025-01-02,1025.49,aprovado
135,161,2025-04-24,313.6,aprovado
136,296,2025-09-16,3273.0,cancelado
137,757,2025-08-09,1298.19,aprovado
138,415,2025-08-12,2337.53,devolvido
139,462,2025-03-01,15082.76,cancelado
140,335,2025-05-10,5515.07,cancelado
141,356,2025-06-13,10213.72,aprovado
142,379,2025-04-01,3215.5,cancelado
143,531,2025-09-30,1972.68,cancelado
144,495,2025-08-28,54.46,cancelado
145,643,2025-12-11,2074.21,aprovado
146,652,2025-06-05,9409.91,aprovado
147,277,2025-10-18,79.99,aprovado
148,243,2025-09-09,6436.62,aprovado
149,623,2025-08-17,32.3,aprovado
150,553,2025-05-24,3357.52,aprovado
151,723,2025-08-28,4270.81,aprovado
152,149,2025-02-16,519.49,cancelado
153,294,2025-08-12,8465.8,devolvido
154,682,2025-04-30,14.94,aprovado
155,368,2025-04-07,235.83,aprovado
156,578,2025-11-16,312.2,cancelado
157,669,2025-08-24,181.93,aprovado
158,573,2025-01-09,85.8,aprovado
159,411,2025-12-03,1837.6,aprovado
160,688,2025-04-14,435.32,cancelado
161,181,2025-11-22,2192.37,aprovado
162,677,2025-01-04,32.19,cancelado
163,67,2025-05-26,6459.07,aprovado
164,452,2025-05-01,739.07,aprovado
165,336,2025-08-14,,cancelado
166,59,2025-11-11,636.08,devolvido
167,519,2026-01-01,708.18,aprovado
168,782,2025-05-31,15755.38,aprovado
169,668,2025-09-12,2071.74,cancelado
170,663,2025-12-23,1434.11,cancelado
171,327,2025-10-16,3417.67,aprovado
172,589,2025-03-04,578.84,cancelado
173,371,2025-05-07,4689.45,aprovado
174,443,2025-05-30,6569.15,aprovado
175,502,2025-09-02,230.52,aprovado
176,623,2025-04-14,9622.02,aprovado
177,340,2025-08-06,784.99,aprovado
178,419,2025-12-19,1660.67,aprovado
179,392,2025-10-14,646.75,aprovado
180,752,2025-03-04,2026.39,aprovado
181,291,2025-01-05,158.01,aprovado
182,18,2025-08-25,11.47,cancelado
183,339,2025-04-07,941.02,aprovado
184,609,2025-08-10,386.16,aprovado
185,797,2025-12-13,5880.69,aprovado
186,365,2025-09-19,501.01,cancelado
187,313,2025-12-30,126.64,aprovado
188,589,2025-07-30,1894.32,aprovado
189,55,2025-05-14,1991.55,cancelado
190,444,2025-08-24,10151.18,aprovado
191,52,2025-06-17,5268.43,aprovado
192,61,2025-06-02,98.19,aprovado
193,126,2025-05-18,1380.91,aprovado
194,752,2025-02-09,103.87,aprovado
195,593,2025-10-15,132.49,aprovado
196,482,2025-11-22,327.22,aprovado
197,623,2025-04-04,1738.65,aprovado
198,772,2025-12-10,4529.63,aprovado
199,739,2025-09-24,4830.87,aprovado
200,292,2025-04-01,4709.82,aprovado
201,383,2025-06-08,64.54,aprovado
202,636,2025-10-24,1377.99,aprovado
203,36,2025-09-01,1871.43,cancelado
204,71,2025-05-15,2622.43,cancelado
205,358,2025-08-19,4462.23,aprovado
206,192,2025-08-23,436.16,aprovado
207,123,2025-09-28,952.28,cancelado
208,154,2025-12-09,142.82,aprovado
209,600,2025-03-21,405.83,aprovado
210,235,2025-06-13,7113.94,devolvido
211,714,2025-05-06,331.57,cancelado
212,493,2025-03-18,737.8,aprovado
213,682,2025-11-27,2585.11,aprovado
214,12,2025-11-10,3080.77,cancelado
215,641,2025-04-23,431.1,cancelado
216,743,2025-02-11,972.62,aprovado
217,486,2025-03-03,2390.23,cancelado
218,686,2025-12-19,58.1,aprovado
219,351,2025-09-04,3388.61,cancelado
220,383,2025-09-27,6326.79,aprovado
221,781,2025-12-02,3961.42,aprovado
222,629,2025-06-03,76.31,aprovado
223,545,2025-08-14,64.58,cancelado
224,394,2025-06-23,1710.83,aprovado
225,401,2025-10-10,261.93,devolvido
226,744,2025-11-03,890.77,aprovado
227,719,2025-08-19,1354.84,cancelado
228,403,2025-06-21,1206.47,aprovado
229,667,2025-04-26,4148.42,cancelado
230,525,2025-04-20,4510.77,aprovado
231,127,2025-02-15,5501.72,aprovado
232,249,2025-01-30,2807.43,aprovado
233,796,2025-11-20,315.04,devolvido
234,673,2025-06-15,3111.09,aprovado
235,348,2025-09-05,2239.41,aprovado
236,593,2025-05-25,2242.4,aprovado
237,93,2025-09-19,2648.2,aprovado
238,748,2025-02-03,4652.18,aprovado
239,448,2025-10-29,2561.07,aprovado
240,290,2025-05-18,1432.07,aprovado
241,628,2025-06-19,384.79,aprovado
242,102,2025-05-22,2233.42,aprovado
243,183,2025-08-18,1974.81,aprovado
244,73,2025-11-26,1773.79,aprovado
245,136,2025-04-09,2214.44,aprovado
246,319,2025-06-05,1920.17,cancelado
247,343,2025-02-02,,aprovado
248,140,2025-09-16,1532.58,aprovado
249,641,2025-09-20,,aprovado
250,567,2025-06-17,801.42,aprovado
251,753,2025-04-26,778.47,aprovado
252,603,2025-03-28,4079.6,aprovado
253,795,2025-12-06,1685.64,aprovado
254,89,2025-06-15,643.72,aprovado
255,117,2025-11-23,615.51,cancelado
256,262,2025-02-02,329.97,cancelado
257,200,2025-05-10,378.48,cancelado
258,395,2025-02-23,,aprovado
259,314,2025-08-19,5004.78,cancelado
260,204,2025-03-20,3311.94,aprovado
261,229,2025-01-28,2670.08,cancelado
262,585,2025-08-26,2152.33,cancelado
263,593,2025-04-26,3066.86,aprovado
264,79,2025-10-21,4345.12,cancelado
265,635,2025-03-19,1254.2,aprovado
266,731,2025-09-24,180.75,aprovado
267,414,2025-01-12,122.8,aprovado
268,153,2025-05-24,1982.9,aprovado
269,439,2025-04-04,107.52,devolvido
270,422,2025-04-13,6294.64,aprovado
271,576,2025-02-18,64.82,devolvido
272,519,2025-09-22,346.16,aprovado
273,397,2025-08-14,1644.67,aprovado
274,373,2025-12-03,133.24,aprovado
275,242,2025-09-21,634.16,aprovado
276,789,2025-11-06,945.19,aprovado
277,684,2025-12-10,1876.56,aprovado
278,233,2025-12-22,202.25,aprovado
279,101,2025-04-26,6056.32,aprovado
280,336,2025-04-19,708.19,aprovado
281,298,2025-01-16,6158.31,cancelado
282,538,2025-08-23,3280.78,aprovado
283,104,2025-11-24,803.76,aprovado
284,614,2025-01-25,77.17,aprovado
285,199,2025-02-10,552.06,devolvido
286,360,2025-08-11,242.74,cancelado
287,75,2025-05-28,4455.25,aprovado
288,573,2025-08-10,478.98,cancelado
289,762,2025-01-29,422.31,aprovado
290,680,2025-05-10,3426.33,aprovado
291,320,2025-05-15,112.48,aprovado
292,179,2025-12-18,1274.64,aprovado
293,208,2025-03-20,257.4,aprovado
294,40,2025-12-10,19.15,aprovado
295,509,2025-08-12,7766.96,cancelado
296,647,2025-08-16,942.86,aprovado
297,534,2025-12-28,36.61,aprovado
298,431,2025-11-28,215.05,aprovado
299,37,2025-04-10,402.43,aprovado
300,429,2025-05-12,8469.65,aprovado
301,285,2025-09-30,3574.66,aprovado
302,720,2025-05-04,225.89,aprovado
303,329,2025-02-21,977.02,aprovado
304,186,2025-03-23,427.31,aprovado
305,389,2025-11-23,126.17,cancelado
306,27,2025-10-21,725.16,cancelado
307,432,2025-04-29,12627.3,aprovado
308,717,2025-11-29,110.09,aprovado
309,163,2025-09-02,2834.24,aprovado
310,413,2025-03-29,12145.86,aprovado
311,452,2025-12-19,1517.4,aprovado
312,694,2025-09-25,4822.38,aprovado
313,602,2025-12-04,5504.21,cancelado
314,96,2025-05-23,29.74,aprovado
315,697,2025-08-15,479.85,aprovado
316,606,2025-12-14,766.07,aprovado
317,684,2025-10-26,1596.63,aprovado
318,141,2025-10-27,1311.24,cancelado
319,295,2025-08-08,10176.66,aprovado
320,248,2025-12-10,120.29,cancelado
321,397,2025-01-19,1276.52,cancelado
322,3,2025-06-05,327.08,aprovado
323,165,2025-08-19,5470.5,cancelado
324,36,2025-03-21,2687.46,cancelado
325,644,2025-06-19,4121.35,aprovado
326,16,2025-08-12,2321.4,aprovado
327,549,2025-01-16,2202.82,aprovado
328,165,2025-05-12,4972.38,aprovado
329,357,2025-10-26,6062.36,cancelado
330,653,2025-03-20,521.18,aprovado
331,406,2025-08-11,2227.46,aprovado
332,227,2025-12-16,34.1,aprovado
333,282,2025-02-23,4205.09,cancelado
334,565,2025-08-04,1454.39,aprovado
335,257,2025-09-12,1632.24,aprovado
336,706,2025-06-10,873.15,aprovado
337,197,2025-12-07,160.59,cancelado
338,656,2025-09-18,1691.19,aprovado
339,701,2025-10-30,99.39,aprovado
340,360,2025-05-12,8758.57,aprovado
341,211,2025-08-13,3123.5,aprovado
342,240,2025-05-04,,cancelado
343,217,2025-11-27,314.82,aprovado
344,536,2025-10-31,529.42,aprovado
345,110,2025-01-26,1425.94,aprovado
346,689,2025-10-11,68.67,cancelado
347,150,2025-06-23,578.86,cancelado
348,599,2025-12-24,1542.61,aprovado
349,311,2025-04-20,14.49,aprovado
350,693,2025-01-04,507.67,aprovado
351,296,2025-12-16,114.1,aprovado
352,557,2025-06-18,3700.9,aprovado
353,579,2025-02-11,3443.64,aprovado
354,582,2025-11-28,685.99,aprovado
355,154,2025-11-11,261.73,aprovado
356,770,2025-02-17,3535.26,aprovado
357,467,2025-12-14,2938.02,aprovado
358,163,2025-12-30,57.73,aprovado
359,359,2025-01-08,3827.26,aprovado
360,351,2025-09-24,1874.27,aprovado
361,238,2025-06-11,3452.36,aprovado
362,266,2025-12-25,19.99,devolvido
363,705,2025-12-14,238.77,cancelado
364,376,2025-08-14,10316.89,cancelado
365,316,2025-10-18,2321.66,aprovado
366,283,2025-09-29,1298.47,aprovado
367,77,2025-08-31,388.87,aprovado
368,116,2025-01-08,942.86,aprovado
369,586,2025-08-06,155.36,aprovado
370,196,2025-05-30,3812.74,aprovado
371,643,2025-04-23,1647.44,cancelado
372,181,2025-08-10,2347.23,aprovado
373,405,2025-08-17,803.14,aprovado
374,469,2025-10-22,1587.07,aprovado
375,387,2025-09-26,659.75,aprovado
376,583,2025-05-06,2537.14,aprovado
377,83,2025-08-28,713.86,aprovado
378,14,2025-04-24,1271.39,aprovado
379,753,2025-09-02,353.34,aprovado
380,102,2025-08-01,3057.71,aprovado
381,557,2025-09-05,4031.82,cancelado
382,374,2025-05-20,111.46,aprovado
383,265,2025-05-22,45.59,aprovado
384,324,2025-09-19,762.77,aprovado
385,696,2025-06-23,786.78,aprovado
386,597,2025-03-05,3174.16,aprovado
387,708,2025-08-22,3520.87,aprovado
388,617,2025-10-03,131.3,aprovado
389,484,2025-02-06,1283.96,aprovado
390,175,2025-09-25,1561.05,aprovado
391,232,2025-03-06,2433.69,aprovado
392,9,2025-03-09,215.79,aprovado
393,245,2025-05-03,5778.47,aprovado
394,114,2025-10-31,,aprovado
395,581,2025-09-11,2281.61,aprovado
396,12,2025-07-31,11454.28,devolvido
397,536,2025-10-05,57.23,aprovado
398,293,2025-01-04,642.89,aprovado
399,183,2025-10-14,1841.61,aprovado
400,125,2025-09-07,2914.89,aprovado
401,678,2025-09-08,4000.69,aprovado
402,302,2025-08-28,471.75,aprovado
403,478,2025-01-31,16607.57,aprovado
404,427,2025-02-23,1703.28,aprovado
405,733,2025-03-01,2144.8,cancelado
406,82,2025-06-16,3115.61,aprovado
407,229,2025-02-07,10030.88,aprovado
408,800,2025-02-23,8999.13,aprovado
409,68,2025-04-03,346.73,aprovado
410,256,2025-06-27,37.22,aprovado
411,98,2025-11-20,4039.67,aprovado
412,465,2025-04-26,1072.04,cancelado
413,556,2025-03-08,1742.92,aprovado
414,119,2025-05-25,1407.54,cancelado
415,92,2025-02-02,775.01,cancelado
416,103,2025-03-31,16222.67,aprovado
417,575,2026-01-01,879.24,cancelado
418,397,2025-08-14,1616.59,aprovado
419,349,2025-05-24,1782.34,aprovado
420,432,2025-01-06,333.5,aprovado
421,607,2025-01-22,3206.52,aprovado
422,79,2025-11-09,2678.22,aprovado
423,266,2025-02-05,5683.82,cancelado
424,57,2025-04-12,16489.78,devolvido
425,123,2025-08-26,203.55,aprovado
426,215,2025-10-03,2107.64,aprovado
427,435,2025-03-13,3656.67,aprovado
428,134,2025-06-19,2191.72,aprovado
429,38,2025-10-02,57.23,aprovado
430,590,2025-06-14,301.64,aprovado
431,344,2025-11-26,134.61,aprovado
432,24,2025-01-24,1682.56,aprovado
433,484,2025-02-01,443.3,aprovado
434,587,2025-05-17,109.52,aprovado
435,43,2025-06-24,10518.11,aprovado
436,459,2025-01-19,1864.42,aprovado
437,257,2025-10-06,2579.61,cancelado
438,479,2025-04-26,3891.5,aprovado
439,279,2025-12-20,438.21,aprovado
440,422,2025-06-04,3652.27,cancelado
441,564,2025-08-19,710.21,aprovado
442,491,2025-05-02,1639.46,aprovado
443,662,2025-10-13,130.36,aprovado
444,685,2025-01-14,13951.85,aprovado
445,180,2025-02-20,1609.58,devolvido
446,547,2025-05-04,3326.46,aprovado
447,149,2025-10-21,538.64,aprovado
448,88,2025-09-21,455.75,aprovado
449,678,2025-09-11,892.16,aprovado
450,35,2025-11-07,720.43,aprovado
451,5,2025-05-11,1950.11,aprovado
452,343,2025-04-12,2087.5,aprovado
453,325,2025-06-17,3777.15,devolvido
454,238,2025-04-05,,aprovado
455,280,2025-12-13,335.55,aprovado
456,157,2025-05-08,3136.77,aprovado
457,457,2025-09-05,1523.6,cancelado
458,698,2025-10-30,1463.38,aprovado
459,433,2025-03-27,382.54,aprovado
460,30,2025-09-04,599.84,aprovado
461,93,2025-05-02,1861.44,aprovado
462,758,2025-06-11,3452.55,aprovado
463,488,2025-11-13,121.59,cancelado
464,300,2025-03-10,5174.79,aprovado
465,785,2025-02-09,666.24,aprovado
466,151,2025-08-17,1785.01,aprovado
467,53,2025-09-29,217.64,aprovado
468,750,2025-04-06,472.41,aprovado
469,736,2025-10-17,181.43,aprovado
470,621,2025-03-16,511.71,aprovado
471,612,2025-08-20,1863.06,aprovado
472,745,2025-06-12,705.45,aprovado
473,800,2025-08-30,1012.31,aprovado
474,703,2025-12-23,683.47,aprovado
475,138,2025-03-07,2045.02,aprovado
476,426,2025-11-16,28.53,aprovado
477,604,2025-06-08,4459.82,aprovado
478,226,2025-06-18,2539.5,aprovado
479,497,2025-10-25,943.65,aprovado
480,377,2025-01-22,1027.47,cancelado
481,610,2025-06-17,6959.76,aprovado
482,602,2025-09-10,68.92,aprovado
483,167,2025-05-29,1153.29,cancelado
484,425,2025-01-07,514.64,aprovado
485,72,2025-12-28,159.6,aprovado
486,352,2025-10-09,28.16,aprovado
487,634,2025-03-12,10248.17,aprovado
488,16,2025-10-15,1688.27,aprovado
489,287,2025-08-23,12226.13,aprovado
490,502,2025-02-20,6262.37,aprovado
491,661,2025-04-29,525.39,aprovado
492,479,2025-07-30,2777.99,aprovado
493,744,2025-01-28,404.07,aprovado
494,391,2025-10-23,4434.7,aprovado
495,153,2025-08-25,492.94,aprovado
496,793,2025-08-26,205.65,cancelado
497,160,2025-06-19,176.17,aprovado
498,501,2025-01-10,356.05,cancelado
499,177,2025-10-14,90.15,aprovado
500,760,2025-12-10,4455.8,aprovado
501,731,2025-08-12,582.74,aprovado
502,555,2025-02-23,307.72,aprovado
503,170,2025-12-08,1061.65,aprovado
504,198,2025-01-01,367.04,aprovado
505,574,2025-08-25,707.05,devolvido
506,468,2025-06-30,206.77,cancelado
507,386,2025-06-21,1104.86,aprovado
508,540,2025-04-30,69.21,cancelado
509,117,2025-10-20,,aprovado
510,383,2025-08-18,4516.63,aprovado
511,244,2025-10-27,229.61,aprovado
512,152,2025-12-10,239.16,aprovado
513,391,2025-02-26,2701.62,aprovado
514,170,2025-11-21,2423.25,cancelado
515,357,2025-01-11,420.73,aprovado
516,261,2025-12-07,21.24,aprovado
517,425,2025-12-13,2026.86,aprovado
518,397,2025-01-23,288.25,devolvido
519,550,2025-01-07,278.78,aprovado
520,767,2025-08-03,1861.87,aprovado
521,625,2025-12-15,4091.05,aprovado
522,279,2025-02-12,3633.95,aprovado
523,654,2025-04-18,1485.67,cancelado
524,458,2025-05-09,5280.82,cancelado
525,416,2025-01-14,723.34,cancelado
526,681,2025-01-17,6425.36,aprovado
527,506,2025-04-04,69.47,aprovado
528,782,2025-02-07,8939.32,cancelado
529,643,2025-11-03,1327.57,devolvido
530,84,2025-06-21,1626.26,aprovado
531,744,2025-02-21,22257.45,aprovado
532,780,2025-04-25,2216.45,devolvido
533,329,2025-01-18,1251.0,cancelado
534,264,2025-10-30,2014.84,aprovado
535,705,2025-02-18,2588.44,cancelado
536,623,2025-06-17,5273.49,cancelado
537,355,2025-09-25,1798.6,cancelado
538,97,2025-08-15,3337.17,aprovado
539,332,2025-08-30,442.19,aprovado
540,161,2025-12-31,890.12,aprovado
541,300,2025-01-22,126.74,cancelado
542,126,2025-01-08,671.26,aprovado
543,739,2025-03-19,12943.69,aprovado
544,610,2025-08-26,1390.56,aprovado
545,74,2025-08-10,2282.52,aprovado
546,418,2025-11-23,1281.61,cancelado
547,452,2025-08-15,308.8,aprovado
548,132,2025-02-07,1458.16,aprovado
549,523,2025-01-23,3566.17,aprovado
550,97,2025-12-23,221.77,aprovado
551,274,2025-03-16,6306.55,aprovado
552,728,2025-06-21,6858.39,aprovado
553,95,2025-08-04,1713.97,aprovado
554,192,2025-05-27,13521.31,aprovado
555,188,2025-02-13,5090.19,aprovado
556,11,2025-01-23,13358.06,aprovado
557,3,2025-08-17,989.61,aprovado
558,75,2025-11-22,1571.33,aprovado
559,800,2025-08-01,2761.19,cancelado
560,123,2025-05-16,8174.15,cancelado
561,437,2025-08-29,4481.66,aprovado
562,134,2025-11-15,116.87,devolvido
563,218,2025-09-19,184.64,aprovado
564,248,2025-08-26,19.88,cancelado
565,281,2025-01-08,391.89,aprovado
566,291,2025-08-14,8447.04,aprovado
567,274,2025-08-28,363.52,aprovado
568,143,2025-08-11,805.85,aprovado
569,305,2025-12-28,3291.98,aprovado
570,87,2025-03-13,969.64,aprovado
571,260,2025-08-07,1256.24,aprovado
572,25,2025-08-22,192.68,aprovado
573,246,2025-06-22,1343.18,cancelado
574,44,2025-01-27,320.36,aprovado
575,61,2025-12-17,583.79,devolvido
576,763,2025-08-28,887.71,cancelado
577,556,2025-12-04,5352.06,cancelado
578,60,2025-08-22,1930.93,aprovado
579,124,2025-10-31,728.51,devolvido
580,626,2025-08-17,1252.63,cancelado
581,124,2025-10-29,69.87,aprovado
582,139,2025-01-27,512.94,cancelado
583,750,2025-06-10,535.06,aprovado
584,785,2025-11-09,125.8,aprovado
585,682,2025-09-06,776.0,cancelado
586,310,2025-11-05,1978.15,cancelado
587,783,2025-10-29,61.44,aprovado
588,153,2025-09-21,1885.6,aprovado
589,581,2025-11-25,223.96,aprovado
590,139,2025-07-30,465.33,cancelado
591,257,2025-07-30,9070.28,aprovado
592,323,2025-11-07,4378.8,devolvido
593,716,2025-03-26,775.12,aprovado
594,638,2025-12-12,4643.39,aprovado
595,581,2025-06-20,2620.69,aprovado
596,667,2025-12-10,1838.64,aprovado
597,776,2025-06-14,1883.98,cancelado
598,149,2025-09-30,3325.58,aprovado
599,2,2025-01-19,6763.94,cancelado
600,555,2025-04-10,1734.82,aprovado
601,595,2025-11-28,30.52,devolvido
602,201,2025-03-19,2970.78,aprovado
603,319,2025-10-27,924.67,aprovado
604,486,2025-03-05,12508.55,aprovado
605,225,2025-03-24,216.45,aprovado
606,54,2025-06-24,9828.55,aprovado
607,160,2025-08-10,356.38,devolvido
608,151,2025-12-30,406.08,aprovado
609,376,2025-09-12,2765.61,aprovado
610,599,2025-03-16,861.89,cancelado
611,206,2025-05-27,579.03,aprovado
612,44,2025-11-07,1503.59,aprovado
613,731,2025-08-24,491.81,cancelado
614,168,2025-11-17,1772.06,cancelado
615,120,2025-10-04,1562.73,aprovado
616,231,2025-10-18,140.3,aprovado
617,739,2025-02-23,2125.53,aprovado
618,583,2025-09-23,9795.08,aprovado
619,288,2025-09-16,1411.31,aprovado
620,376,2025-03-30,1827.35,devolvido
621,410,2025-07-31,730.15,aprovado
622,381,2025-01-01,1866.55,aprovado
623,545,2025-09-18,5412.78,aprovado
624,744,2025-04-17,207.55,aprovado
625,475,2025-06-15,,cancelado
626,269,2025-12-16,813.16,aprovado
627,29,2025-11-09,230.82,aprovado
628,327,2025-05-13,6868.23,aprovado
629,525,2025-12-17,1119.26,devolvido
630,655,2025-12-04,481.63,cancelado
631,317,2025-03-19,3339.95,aprovado
632,745,2025-03-24,5511.28,aprovado
633,116,2025-05-19,1006.15,aprovado
634,27,2025-03-08,4477.83,aprovado
635,328,2025-02-13,2813.94,devolvido
636,465,2025-01-16,8687.87,aprovado
637,564,2025-06-30,5364.85,devolvido
638,518,2025-09-09,97.37,aprovado
639,468,2025-10-10,1114.84,cancelado
640,50,2025-06-09,2033.27,aprovado
641,565,2025-03-05,244.72,aprovado
642,647,2025-09-02,1084.95,aprovado
643,339,2025-12-10,4960.83,aprovado
644,767,2025-03-10,407.45,aprovado
645,274,2025-06-28,856.23,aprovado
646,231,2025-04-15,1228.72,aprovado
647,404,2025-12-20,98.8,aprovado
648,309,2025-09-09,425.76,aprovado
649,658,2025-01-06,199.34,aprovado
650,21,2025-08-01,975.61,aprovado
651,228,2025-09-03,7709.7,aprovado
652,275,2025-06-11,9883.15,cancelado
653,487,2025-10-01,180.21,aprovado
654,586,2025-05-07,8547.91,cancelado
655,357,2025-12-30,4277.82,devolvido
656,421,2025-03-14,2839.06,aprovado
657,160,2025-03-23,1776.94,aprovado
658,493,2025-06-15,3619.39,aprovado
659,560,2025-06-03,879.39,aprovado
660,480,2025-02-21,130.24,aprovado
661,632,2025-03-16,3220.68,cancelado
662,233,2025-04-21,1091.78,cancelado
663,709,2025-06-15,3485.57,cancelado
664,550,2025-11-21,5219.04,aprovado
665,595,2025-08-11,265.31,aprovado
666,448,2025-06-18,2680.28,cancelado
667,392,2025-09-11,1512.86,aprovado
668,776,2025-05-10,7760.63,cancelado
669,221,2025-04-30,11544.78,cancelado
670,771,2025-11-01,5705.71,aprovado
671,50,2025-11-16,1949.03,cancelado
672,149,2025-08-03,1129.86,aprovado
673,633,2025-03-11,364.52,aprovado
674,79,2025-06-16,221.91,aprovado
675,689,2025-03-29,4194.92,aprovado
676,106,2025-09-14,599.92,aprovado
677,729,2025-10-20,870.5,aprovado
678,426,2025-03-05,280.67,cancelado
679,202,2025-06-27,2767.82,aprovado
680,419,2025-08-17,1218.59,aprovado
